"ID","GENUS","GROWTH","SPECIES","SEROTYPE","ISOLATE_ID","RECEIVED_DATE","PLATE","STATE","Month","Year","MEAT_TYPE","CUTS","SELLBY_DATE","ACQUISITION_DATE","RAISING_CLAIM","COUNTRY_OF_ORIGIN","AGENCY","SOURCE","HOST_SPECIES","SOURCE_SPECIES_INFO","BRAND","BRAND_NAME","ESTABLISHMENT_NUMBER","AMC_Sign","AMC","AMI_Sign","AMI","AMP_Sign","AMP","APR_Sign","APR","ATM_Sign","ATM","AXO_Sign","AXO","AZI_Sign","AZI","BAC_Sign","BAC","CAZ_Sign","CAZ","CEP_Sign","CEP","CHL_Sign","CHL","CIP_Sign","CIP","CLI_Sign","CLI","COT_Sign","COT","CTX_Sign","CTX","DAP_Sign","DAP","DOX_Sign","DOX","ERY_Sign","ERY","FEP_Sign","FEP","FFN_Sign","FFN","FIS_Sign","FIS","FOX_Sign","FOX","GEN_Sign","GEN","IMI_Sign","IMI","KAN_Sign","KAN","LIN_Sign","LIN","LZD_Sign","LZD","MER_Sign","MER","NAL_Sign","NAL","NIT_Sign","NIT","PEN_Sign","PEN","PTZ_Sign","PTZ","QDA_Sign","QDA","SMX_Sign","SMX","STR_Sign","Str","TEL_Sign","TEL","TET_Sign","TET","TGC_Sign","TGC","TIO_Sign","TIO","TYL_Sign","TYL","VAN_Sign","VAN","GENOTYPE","SRA_ACCESSION_NUMBER","BIOSAMPLE_ID","Aminoglycoside_Resist_Genes","Beta_lactam_Resist_Genes","Glycopeptide_Resist_Genes","Macrolide_Resist_Genes","QAC_Resist_Genes","Quinolone_Resist_Genes","Sulfonamide_Resist_Genes","Tetracycline_Resist_Genes","Trimethoprim_Resist_Genes","Phenicol_Resist_Genes","Other_Classes_Resist_Genes","CORRECTED_GENOTYPE"
"18TX11GB01","EC","YES","coli","","18TX11GB01","12/19/2018","CMV4AGNF","TX",11,2018,"GB","Ground beef","11/12/2018","11/4/2018","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","OX","ALL NATURAL","85M","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,">",64,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"aph(3``)-Ib aph(6)-Id mdf(A) tet(A)","SRR9984597","SAMN12360024","aph(3``)-Ib  aph(6)-Id","","","mdf(A)","","","","tet(A)","","",NA,"aph(3``)-Ib  aph(6)-Id mdf(A) tet(A) NA"
"18TX11GB05","EC","YES","coli","","18TX11GB05","12/19/2018","CMV4AGNF","TX",11,2018,"GB","Ground beef","11/17/2018","11/4/2018","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","ADN","MEMBERS MARK","1311","=",8,"",NA,">",32,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,">",32,"=",0.03,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",32,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"aph(3``)-Ib aph(6)-Id blaTEM-1A floR mdf(A) sul2 tet(C)","SRR9984694","SAMN12360025","aph(3``)-Ib  aph(6)-Id","blaTEM-1A","","mdf(A)","","","sul2","tet(C)","","floR",NA,"aph(3``)-Ib  aph(6)-Id blaTEM-1A mdf(A) sul2 tet(C) floR NA"
"18TX12GB09","EC","YES","coli","","18TX12GB09","12/19/2018","CMV4AGNF","TX",12,2018,"GB","Ground beef","12/16/2018","12/11/2018","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","LD","TSD SALES AND DISTRIBUTION","244S","=",2,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR9984595","SAMN12360030","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CA01GB10UCD","EC","YES","coli","","19CA01GB10 UCD EC E.","","CMV4AGNF","CA",1,2019,"GB","Ground beef","2/4/2019","1/13/2019","NONE","USA, AUSTRALIA","FDA","Retail Ground Beef","Cattle","GB-GROUND","SW","SW","48082","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR12849884","SAMN16484108","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO01GB05","EC","YES","coli","","19CO01GB05-EC","2/13/2019","CMV4AGNF","CO",1,2019,"GB","Ground beef","1/14/2019","1/11/2019","ORGANIC+NO ANTIBIOTICS EVER","BORN, RAISED, AND HARVESTED IN AUSTRALIA","FDA","Retail Ground Beef","Cattle","GB-GROUND","OJ","O ORGANICS","EST. 6251","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR16643269","SAMN22785479","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO01GB10","EC","YES","coli","","19CO01GB10-EC","2/13/2019","CMV4AGNF","CO",1,2019,"GB","Ground beef","2/14/2019","1/25/2019","NO ANTIBIOTICS EVER+NO ADDED GROWTH HORMONES OR GROWTH PROMOTANTS","","FDA","Retail Ground Beef","Cattle","GB-GROUND","NH","COUNTRY NATURAL BEEF","EST 20247","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",64,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"aph(3``)-Ib aph(6)-Id mdf(A) sul2 tet(B)","SRR12705000","SAMN10948831","aph(3``)-Ib  aph(6)-Id","","","mdf(A)","","","sul2","tet(B)","","",NA,"aph(3``)-Ib  aph(6)-Id mdf(A) sul2 tet(B) NA"
"19CO02GB01","EC","YES","coli","","19CO02GB01-EC","3/28/2019","CMV4AGNF","CO",2,2019,"GB","Ground beef","2/2/2019","2/1/2019","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","CZ","KROGER","EST.6250","=",2,"",NA,"<=",1,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"blaTEM-1B mdf(A) tet(B)","SRR12849823","SAMN16484111","ant(3``)-Ia","","","mdf(A)","","","","tet(B)","","",NA,"ant(3``)-Ia  mdf(A) tet(B) NA blaTEM-1B"
"19CO02GB10","EC","YES","coli","","19CO02GB10-EC","3/28/2019","CMV4AGNF","CO",2,2019,"GB","Ground beef","2/24/2019","2/22/2019","NO ANTIBIOTICS EVER+NO ADDED HORMONES","","FDA","Retail Ground Beef","Cattle","GB-GROUND","YB","SIMPLE TRUTH",NA,"=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10375102","SAMN13162517","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO03GB06","EC","YES","coli","","19CO03GB06-EC","3/28/2019","CMV4AGNF","CO",3,2019,"GB","Ground beef","3/3/2019","3/1/2019","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","CW","KING SOOPERS","NONE","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",1,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10302653","SAMN13051357","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO04GB02","EC","YES","coli","","19CO04GB02-EC","5/2/2019","CMV4AGNF","CO",4,2019,"GB","Ground beef","4/22/2019","4/15/2019","ORGANIC","AUSTRALIA, USA","FDA","Retail Ground Beef","Cattle","GB-GROUND","OJ","O ORGANICS","EST 44965","=",2,"",NA,"<=",1,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",1,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10380836","SAMN13172699","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO04GB08","EC","YES","coli","","19CO04GB08-EC","5/2/2019","CMV4AGNF","CO",4,2019,"GB","Ground beef","5/1/2019","4/15/2019","NO ANTIBIOTICS EVER+NO ADDED HORMONES","","FDA","Retail Ground Beef","Cattle","GB-GROUND","ADT","MARKETSIDE BUTCHER","EST. 965","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10325493","SAMN13087300","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO04GB10","EC","YES","coli","","19CO04GB10-EC","5/2/2019","CMV4AGNF","CO",4,2019,"GB","Ground beef","4/22/2019","4/16/2019","NO ANTIBIOTICS EVER+NO ADDED HORMONES","","FDA","Retail Ground Beef","Cattle","GB-GROUND","UF","OPEN NATURE","EST 44965","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10380935","SAMN13172859","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO05GB04","EC","YES","coli","","19CO05GB04-EC","6/3/2019","CMV4AGNF","CO",5,2019,"GB","Ground beef","5/18/2019","5/17/2019","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","UM","SPROUTS FARMERS MARKET","NONE","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10325512","SAMN13087304","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO05GB10","EC","YES","coli","","19CO05GB10-EC","6/3/2019","CMV4AGNF","CO",5,2019,"GB","Ground beef","5/27/2019","5/17/2019","NO ANTIBIOTICS EVER+NO ADDED HORMONES","","FDA","Retail Ground Beef","Cattle","GB-GROUND","UF","OPEN NATURE","EST.44965","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10325508","SAMN13087305","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO06GB02","EC","YES","coli","","19CO06GB02-EC","6/24/2019","CMV4AGNF","CO",6,2019,"GB","Ground beef","6/14/2019","6/7/2019","NO ANTIBIOTICS EVER+NO ADDED HORMONES EVER","","FDA","Retail Ground Beef","Cattle","GB-GROUND","DA","LAURA'S LEAN BEEF","EST.4215","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",32,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"aph(3``)-Ib aph(6)-Id mdf(A) sul2 tet(B)","SRR12705061","SAMN16245119","aph(3``)-Ib  aph(6)-Id","","","mdf(A)","","","sul2","tet(B)","","",NA,"aph(3``)-Ib  aph(6)-Id mdf(A) sul2 tet(B) NA"
"19CO06GB06","EC","YES","coli","","19CO06GB06-EC","6/24/2019","CMV4AGNF","CO",6,2019,"GB","Ground beef","6/8/2019","6/7/2019","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","IR","WALMART","EST. 6250","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",2,"",NA,"=",8,"",NA,"",NA,"",NA,"",NA,"mdf(A) tet(C)","SRR12705050","SAMN16245120","","","","mdf(A)","","","","tet(C)","","",NA," mdf(A) tet(C) NA"
"19CO06GB08","EC","YES","coli","","19CO06GB08-EC","6/24/2019","CMV4AGNF","CO",6,2019,"GB","Ground beef","6/22/2019","6/7/2019","ORGANIC+NO ANTIBIOTICS EVER+NO ADDED GROWTH STIMULANTS","AUSTRALIA","FDA","Retail Ground Beef","Cattle","GB-GROUND","VB","NATURE'S RANCHER","EST.7877-A","=",2,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",16,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR12705039","SAMN16245121","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO06GB10","EC","YES","coli","","19CO06GB10-EC","6/24/2019","CMV4AGNF","CO",6,2019,"GB","Ground beef","6/15/2019","6/7/2019","ORGANIC+NO ANTIBIOTICS EVER+NO ADDED HORMONES","","FDA","Retail Ground Beef","Cattle","GB-GROUND","UJ","SIMPLE TRUTH ORGANIC","EST.4215","=",2,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"=",16,"",NA,"",NA,"",NA,"",NA,"mdf(A) tet(C)","SRR12705028","SAMN16245122","","","","mdf(A)","","","","tet(C)","","",NA," mdf(A) tet(C) NA"
"19CO08GB02","EC","YES","coli","","19CO08GB02-EC","9/16/2019","CMV4AGNF","CO",8,2019,"GB","Ground beef","8/23/2019","8/23/2019","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","AAD","SIGNATURE FARMS","NONE","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10437475","SAMN13279657","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO08GB04","EC","YES","coli","","19CO08GB04-EC","9/16/2019","CMV4AGNF","CO",8,2019,"GB","Ground beef","8/26/2019","8/23/2019","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","NONE","PACIFIC OCEAN","NONE","<=",1,"",NA,"<=",1,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10436925","SAMN13279658","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO08GB10","EC","YES","coli","","19CO08GB10-EC","9/16/2019","CMV4AGNF","CO",8,2019,"GB","Ground beef","","8/23/2019","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","NONE","CARNICERIA LA CONDENTIDA","NONE","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"<=",0.25,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",2,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR12704914","SAMN16245166","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO09GB05","EC","YES","coli","","19CO09GB05-EC","10/28/2019","CMV4AGNF","CO",9,2019,"GB","Ground beef","9/29/2019","9/27/2019","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","IR","WALMART","EST. 244C","=",8,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",16,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10437495","SAMN13279647","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO09GB06","EC","YES","coli","","19CO09GB06-EC","10/28/2019","CMV4AGNF","CO",9,2019,"GB","Ground beef","10/7/2019","9/30/2019","ORGANIC+NO ANTIBIOTICS EVER+NO ADDED GROWTH STIMULANTS","","FDA","Retail Ground Beef","Cattle","GB-GROUND","VB","NATURE'S RANCHER","EST 7877-A","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",16,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10437499","SAMN13279665","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO09GB08","EC","YES","coli","","19CO09GB08-EC","10/28/2019","CMV4AGNF","CO",9,2019,"GB","Ground beef","10/17/2019","9/30/2019","NO ANTIBIOTICS EVER+NO ADDED HORMONES","","FDA","Retail Ground Beef","Cattle","GB-GROUND","ADT","MARKETSIDE BUTCHER","EST 965","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",2,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",1,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10437474","SAMN13279680","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO09GB10","EC","YES","coli","","19CO09GB10-EC","10/28/2019","CMV4AGNF","CO",9,2019,"GB","Ground beef","10/10/2019","9/30/2019","ORGANIC+NO ANTIBIOTICS EVER+NO ADDED HORMONES","","FDA","Retail Ground Beef","Cattle","GB-GROUND","ABP","SIMPLY BALANCED","EST 46841","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,"",NA,"",NA,"=",16,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",2,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10437476","SAMN13279655","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO10GB02","EC","YES","coli","","19CO10GB02-EC","11/4/2019","CMV4AGNF","CO",10,2019,"GB","Ground beef","10/5/2019","10/4/2019","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","AAD","SIGNATURE FARMS","N/A","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10460982","SAMN13293925","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO10GB08","EC","YES","coli","","19CO10GB08-EC","11/4/2019","CMV4AGNF","CO",10,2019,"GB","Ground beef","10/14/2019","10/4/2019","NO ANTIBIOTICS EVER+NO ADDED HORMONES","","FDA","Retail Ground Beef","Cattle","GB-GROUND","UF","OPEN NATURE","EST.44965","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR10460984","SAMN13293922","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO11GB06","EC","YES","coli","","19CO11GB06-EC","12/5/2019","CMV4AGNF","CO",11,2019,"GB","Ground beef","11/21/2019","11/15/2019","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","CZ","KROGER","EST 6250","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",16,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR12103167","SAMN15394812","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO12GB02","EC","YES","coli","","19CO12GB02-EC","1/15/2020","CMV4AGNF","CO",12,2019,"GB","Ground beef","12/6/2019","12/6/2019","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","NONE","CARNICERIA LA VICTORIA","NONE","=",2,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR11729232","SAMN14850305","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"19CO12GB04","EC","YES","coli","","19CO12GB04-EC","1/15/2020","CMV4AGNF","CO",12,2019,"GB","Ground beef","12/7/2019","12/6/2019","NO ANTIBIOTICS EVER+NO ADDED HORMONES","","FDA","Retail Ground Beef","Cattle","GB-GROUND","YB","SIMPLE TRUTH (NOT ORGANIC)","NONE","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",2,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"=",32,"",NA,"",NA,"",NA,"",NA,"mdf(A) tet(A)","SRR12849829","SAMN16484141","","","","mdf(A)","","","","tet(A)","","",NA," mdf(A) tet(A) NA"
