"ID","Year","LINCOSAMIDE","PHENICOL","PLEUROMUTILIN","AMINOGLYCOSIDE","BETA-LACTAM","FOLATE-PATHWAY-INHIBITOR","MACROLIDE","QUINOLONE","TETRACYCLINE"
"KY42240PPY30018",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30025",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30030",2020,NA,NA,NA,0,1,0,NA,NA,NA
"KY42240PPY30041",2020,NA,NA,NA,1,0,0,NA,NA,NA
"KY42240PPY30047",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30055",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30056",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30061",2020,NA,NA,NA,0,1,0,NA,NA,NA
"KY42240PPY30062",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30088",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30100",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30114",2020,NA,NA,NA,1,1,0,NA,NA,NA
"KY42240PPY30115",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30116",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30123",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30130",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30131",2020,NA,NA,NA,1,0,0,NA,NA,NA
"KY42240PPY30132",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30151",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30159",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30163",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40006",2021,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40007",2021,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40023",2021,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40030",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40035",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40037",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40039",2021,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40040",2021,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40041",2021,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40042",2021,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40043",2021,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40044",2021,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40045",2021,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40046",2021,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY40075",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40085",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40086",2021,NA,NA,NA,1,1,0,NA,NA,0
"KY42240PPY40087",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40099",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40116",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40117",2021,NA,NA,NA,1,0,0,NA,NA,0
"KY42240PPY40118",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40134",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40135",2021,NA,NA,NA,0,1,0,NA,NA,0
"KY42240PPY40136",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40151",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40152",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40153",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40154",2021,NA,NA,NA,0,1,0,NA,NA,0
"KY42240PPY40172",2021,NA,NA,NA,0,1,0,NA,NA,0
"KY42240PPY40173",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40174",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40175",2021,NA,NA,NA,0,1,0,NA,NA,0
"KY42240PPY40176",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40177",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY40178",2021,NA,NA,NA,0,1,0,NA,NA,0
"KY42240PPY40193",2022,NA,NA,NA,0,1,0,NA,NA,0
"KY42240PPY40194",2022,NA,NA,NA,0,1,0,NA,NA,0
"KY42240PPY50001",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50015",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50016",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50048",2022,NA,NA,NA,0,1,0,NA,NA,0
"KY42240PPY50049",2022,NA,NA,NA,1,0,0,NA,NA,0
"KY42240PPY50050",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50051",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50052",2022,NA,NA,NA,0,1,0,NA,NA,0
"KY42240PPY50069",2022,NA,NA,NA,0,1,0,NA,NA,0
"KY42240PPY50126",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50127",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50128",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50153",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50154",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50155",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50185",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY50187",2022,NA,NA,NA,0,0,0,NA,NA,0
"LA70803PPY24754",2019,NA,NA,NA,0,0,0,NA,NA,NA
"LA70803PPY30002",2020,NA,NA,NA,0,0,0,NA,NA,NA
"LA70803PPY30052",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MI48910PPY10006",2018,NA,NA,NA,1,1,0,NA,NA,NA
"MI48910PPY10015",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MI48910PPY10016",2018,NA,NA,NA,1,1,0,NA,NA,NA
"MI48910PPY10017",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MI48910PPY10018",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MI48910PPY10021",2018,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY20002",2019,NA,NA,NA,1,1,0,NA,NA,0
"MI48910PPY20003",2019,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY20004",2019,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY20005",2019,NA,NA,NA,0,1,0,NA,NA,0
"MI48910PPY20051",2019,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY20062",2019,NA,NA,NA,0,1,0,NA,NA,0
"MI48910PPY20136",2019,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY20138",2019,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY20174",2019,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY20218",2019,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY20223",2019,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY30005",2020,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY30099",2020,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY30130",2020,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY30134",2020,NA,NA,NA,1,1,0,NA,NA,0
"MI48910PPY40085",2021,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY40119",2021,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY40122",2021,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY40137",2022,NA,NA,NA,0,0,0,NA,NA,0
"MI48910PPY40170",2022,NA,NA,NA,0,0,0,NA,NA,0
"MN55108PPY10004",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10005",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10006",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10007",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10012",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10013",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10014",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10015",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY10018",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY10019",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY10020",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10025",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY10026",2018,NA,NA,NA,0,0,0,NA,NA,0
"MN55108PPY10027",2018,NA,NA,NA,0,0,0,NA,NA,0
"MN55108PPY10028",2018,NA,NA,NA,0,0,0,NA,NA,0
"MN55108PPY10216",2018,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY10217",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY10220",2018,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY10221",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY10222",2018,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY10223",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10224",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10229",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY10230",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY10231",2018,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY10232",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10233",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY10234",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10235",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY10236",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10237",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10238",2018,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY10239",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10240",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10241",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY10279",2019,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY10280",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10281",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY10282",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20049",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20050",2019,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY20051",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20052",2019,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY20053",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20054",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20055",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20056",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20057",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20058",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20059",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20060",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20061",2019,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY20062",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20063",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20064",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20065",2019,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY20068",2019,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY20069",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20070",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20071",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20072",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20073",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20074",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20075",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20076",2019,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY20077",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20078",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20079",2019,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY20080",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20081",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20082",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20083",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY20084",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20085",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20266",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY20267",2019,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY30051",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30052",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30053",2020,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY30054",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30055",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30056",2020,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY30057",2020,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY30058",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30059",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30060",2020,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY30061",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30062",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30063",2020,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY30064",2020,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY30065",2020,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY30066",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30067",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30068",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30069",2020,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY30070",2020,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY30071",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30072",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30073",2020,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY30074",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30075",2020,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY30076",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30077",2020,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY30078",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30079",2020,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY30080",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30081",2020,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY30082",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30083",2020,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY30084",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30085",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30086",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30087",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY30088",2020,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40051",2021,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY40052",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40053",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40055",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40056",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY40057",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40058",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40059",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40060",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY40061",2021,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY40062",2021,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY40063",2021,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY40064",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY40065",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY40066",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40067",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40068",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY40069",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY40070",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY40071",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40072",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY40073",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY40074",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40075",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40076",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40077",2021,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY40078",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40079",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY40080",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY40081",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY40082",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50051",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50052",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50053",2022,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY50054",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50055",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50056",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50057",2022,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY50058",2022,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY50059",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50060",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50061",2022,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY50062",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50063",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50064",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50065",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50066",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50067",2022,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY50068",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50069",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50070",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50071",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50072",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50073",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50074",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50075",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50076",2022,NA,NA,NA,1,0,0,NA,NA,NA
"MN55108PPY50077",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50078",2022,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY50079",2022,NA,NA,NA,1,1,0,NA,NA,NA
"MN55108PPY50080",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50081",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50082",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50083",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50084",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50085",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50086",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50087",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MN55108PPY50088",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50091",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50092",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MN55108PPY50093",2022,NA,NA,NA,0,1,0,NA,NA,NA
"MO65211PPY10016",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY10028",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY10029",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY10030",2018,NA,NA,NA,0,1,0,NA,NA,NA
"MO65211PPY10031",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY10046",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY10047",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY10048",2018,NA,NA,NA,1,1,0,NA,NA,NA
"MO65211PPY11006",2018,NA,NA,NA,1,1,0,NA,NA,NA
"MO65211PPY11015",2018,NA,NA,NA,1,1,0,NA,NA,NA
"MO65211PPY11016",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY11017",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY11018",2018,NA,NA,NA,1,0,0,NA,NA,NA
"MO65211PPY11019",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY11020",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY11021",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY11025",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY11026",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY11027",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY11028",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY11031",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY11032",2018,NA,NA,NA,1,0,0,NA,NA,NA
"MO65211PPY11033",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY11034",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20101",2019,NA,NA,NA,1,1,0,NA,NA,NA
"MO65211PPY20102",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20103",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20104",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20105",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20106",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20107",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20108",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MO65211PPY20109",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20110",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20111",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20112",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20113",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20114",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20115",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20116",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20117",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20118",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MO65211PPY20119",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20120",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MO65211PPY20121",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20122",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MO65211PPY20123",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20124",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20125",2019,NA,NA,NA,1,0,0,NA,NA,0
"MO65211PPY20126",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20127",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20128",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20129",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20130",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20131",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20132",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20133",2019,NA,NA,NA,1,1,0,NA,NA,NA
"MO65211PPY20134",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MO65211PPY20135",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20136",2019,NA,NA,NA,1,1,0,NA,NA,0
"MO65211PPY20137",2019,NA,NA,NA,1,1,0,NA,NA,0
"MO65211PPY20138",2019,NA,NA,NA,1,1,0,NA,NA,0
"MO65211PPY20139",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20140",2019,NA,NA,NA,1,1,0,NA,NA,0
"MO65211PPY20141",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20142",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20143",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20144",2019,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY20145",2019,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY20146",2019,NA,NA,NA,1,1,0,NA,NA,0
"MO65211PPY30101",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30102",2020,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY30103",2020,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY30104",2020,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY30105",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30106",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30107",2020,NA,NA,NA,0,0,0,NA,NA,0
